Portfolio,Signal date,Effective date,Momentum ranking,Old weights,New weights,Turnover,Cost bps,Cost as portfolio return,OldWeight_SPY,NewWeight_SPY,OldWeight_EFA,NewWeight_EFA,OldWeight_EEM,NewWeight_EEM,OldWeight_IEF,NewWeight_IEF,OldWeight_GLD,NewWeight_GLD,OldWeight_DBC,NewWeight_DBC,OldWeight_VNQ,NewWeight_VNQ
Top 1 momentum,2025-02-28,2025-03-03,GLD > SPY > DBC > EEM > VNQ > EFA > IEF,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-03-31,2025-04-01,GLD > DBC > IEF > SPY > EFA > VNQ > EEM,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-04-30,2025-05-01,GLD > EFA > IEF > EEM > SPY > DBC > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-05-30,2025-06-02,GLD > EFA > EEM > IEF > SPY > DBC > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-06-30,2025-07-01,GLD > EFA > EEM > IEF > DBC > SPY > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-07-31,2025-08-01,GLD > EEM > EFA > SPY > IEF > DBC > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-08-29,2025-09-02,GLD > EEM > EFA > SPY > IEF > DBC > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-09-30,2025-10-01,EEM > GLD > SPY > EFA > IEF > VNQ > DBC,GLD:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-10-31,2025-11-03,EEM > GLD > SPY > EFA > DBC > IEF > VNQ,EEM:1.000000000000,EEM:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-11-28,2025-12-01,GLD > EEM > SPY > DBC > EFA > IEF > VNQ,EEM:1.000000000000,GLD:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2025-12-31,2026-01-02,GLD > EEM > SPY > EFA > DBC > IEF > VNQ,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-01-30,2026-02-02,GLD > EEM > EFA > DBC > SPY > VNQ > IEF,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-02-27,2026-03-02,GLD > EEM > DBC > EFA > SPY > VNQ > IEF,GLD:1.000000000000,GLD:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-03-31,2026-04-01,DBC > GLD > EEM > EFA > IEF > VNQ > SPY,GLD:1.000000000000,DBC:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-04-30,2026-05-01,DBC > EEM > GLD > EFA > VNQ > SPY > IEF,DBC:1.000000000000,DBC:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-05-29,2026-06-01,DBC > EEM > EFA > SPY > GLD > VNQ > IEF,DBC:1.000000000000,DBC:1.000000000000,0.0000000000,5.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000
Top 1 momentum,2026-06-30,2026-07-01,EEM > DBC > VNQ > EFA > SPY > IEF > GLD,DBC:1.000000000000,EEM:1.000000000000,2.0000000000,5.0000000000,0.0010000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2006-08-31,2006-09-01,VNQ > GLD > EFA > DBC > IEF > SPY > EEM,cash,EFA:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,1.0000000000,5.0000000000,0.0005000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333
Top 3 momentum,2006-09-29,2006-10-02,VNQ > EFA > IEF > SPY > GLD > DBC > EEM,EFA:0.336698731538; GLD:0.320743729887; VNQ:0.342557538576,EFA:0.333333333333; IEF:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.3366987315,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3207437299,0.0000000000,0.0000000000,0.0000000000,0.3425575386,0.3333333333
Top 3 momentum,2006-10-31,2006-11-01,VNQ > SPY > IEF > EFA > EEM > DBC > GLD,EFA:0.334334258855; IEF:0.323988108689; VNQ:0.341677632456,SPY:0.333333333333; IEF:0.333333333333; VNQ:0.333333333333,0.6853571160,5.0000000000,0.0003426786,0.0000000000,0.3333333333,0.3343342589,0.0000000000,0.0000000000,0.0000000000,0.3239881087,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3416776325,0.3333333333
Top 3 momentum,2006-11-30,2006-12-01,VNQ > EEM > SPY > EFA > IEF > GLD > DBC,SPY:0.331044254184; IEF:0.328846656000; VNQ:0.340109089816,SPY:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.6712448250,5.0000000000,0.0003356224,0.3310442542,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3288466560,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3401090898,0.3333333333
Top 3 momentum,2006-12-29,2007-01-03,EEM > VNQ > EFA > SPY > IEF > GLD > DBC,SPY:0.332302598632; EEM:0.345821604656; VNQ:0.321875796712,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.6895817399,5.0000000000,0.0003447909,0.3323025986,0.0000000000,0.0000000000,0.3333333333,0.3458216047,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3218757967,0.3333333333
Top 3 momentum,2007-01-31,2007-02-01,VNQ > EEM > EFA > SPY > IEF > GLD > DBC,EFA:0.326772860241; EEM:0.322650148638; VNQ:0.350576991121,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.0344873156,5.0000000000,0.0000172437,0.0000000000,0.0000000000,0.3267728602,0.3333333333,0.3226501486,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3505769911,0.3333333333
Top 3 momentum,2007-02-28,2007-03-01,VNQ > EEM > EFA > SPY > GLD > IEF > DBC,EFA:0.339788913284; EEM:0.329188855873; VNQ:0.331022230842,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.0129111599,5.0000000000,0.0000064556,0.0000000000,0.0000000000,0.3397889133,0.3333333333,0.3291888559,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3310222308,0.3333333333
Top 3 momentum,2007-03-30,2007-04-02,EEM > EFA > VNQ > GLD > DBC > SPY > IEF,EFA:0.336098176172; EEM:0.344051444472; VNQ:0.319850379356,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.0269659080,5.0000000000,0.0000134830,0.0000000000,0.0000000000,0.3360981762,0.3333333333,0.3440514445,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3198503794,0.3333333333
Top 3 momentum,2007-04-30,2007-05-01,EEM > EFA > GLD > SPY > VNQ > DBC > IEF,EFA:0.337560233398; EEM:0.337485438728; VNQ:0.324954327874,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.3375602334,0.3333333333,0.3374854387,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3249543279,0.0000000000
Top 3 momentum,2007-05-31,2007-06-01,EEM > EFA > SPY > VNQ > DBC > GLD > IEF,EFA:0.335486054835; EEM:0.344342243360; GLD:0.320171701805,SPY:0.333333333333; EFA:0.333333333333; EEM:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.3333333333,0.3354860548,0.3333333333,0.3443422434,0.3333333333,0.0000000000,0.0000000000,0.3201717018,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2007-06-29,2007-07-02,EEM > EFA > SPY > DBC > GLD > IEF > VNQ,SPY:0.326397487877; EFA:0.330177753353; EEM:0.343424758770,SPY:0.333333333333; EFA:0.333333333333; EEM:0.333333333333,0.0201828509,5.0000000000,0.0000100914,0.3263974879,0.3333333333,0.3301777534,0.3333333333,0.3434247588,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2007-07-31,2007-08-01,EEM > DBC > EFA > IEF > SPY > GLD > VNQ,SPY:0.328043918882; EFA:0.330890533670; EEM:0.341065547448,EFA:0.333333333333; EEM:0.333333333333; DBC:0.333333333333,0.6715522660,5.0000000000,0.0003357761,0.3280439189,0.0000000000,0.3308905337,0.3333333333,0.3410655474,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2007-08-31,2007-09-04,EEM > EFA > SPY > GLD > DBC > IEF > VNQ,EFA:0.332887961106; EEM:0.338497472594; DBC:0.328614566300,SPY:0.333333333333; EFA:0.333333333333; EEM:0.333333333333,0.6675574111,5.0000000000,0.0003337787,0.0000000000,0.3333333333,0.3328879611,0.3333333333,0.3384974726,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3286145663,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2007-09-28,2007-10-01,EEM > GLD > DBC > SPY > EFA > IEF > VNQ,SPY:0.323828626257; EFA:0.328336883274; EEM:0.347834490470,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,1.3333333333,5.0000000000,0.0006666667,0.3238286263,0.0000000000,0.3283368833,0.0000000000,0.3478344905,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2007-10-31,2007-11-01,EEM > DBC > GLD > EFA > IEF > SPY > VNQ,EEM:0.341772071811; GLD:0.326744921072; DBC:0.331483007117,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0168774770,5.0000000000,0.0000084387,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3417720718,0.3333333333,0.0000000000,0.0000000000,0.3267449211,0.3333333333,0.3314830071,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2007-11-30,2007-12-03,EEM > DBC > GLD > IEF > EFA > SPY > VNQ,EEM:0.318367576135; GLD:0.339039823752; DBC:0.342592600113,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0299315144,5.0000000000,0.0000149658,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3183675761,0.3333333333,0.0000000000,0.0000000000,0.3390398238,0.3333333333,0.3425926001,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2007-12-31,2008-01-02,GLD > DBC > EEM > IEF > EFA > SPY > VNQ,EEM:0.316059644906; GLD:0.341879555931; DBC:0.342060799163,EEM:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0345473769,5.0000000000,0.0000172737,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3160596449,0.3333333333,0.0000000000,0.0000000000,0.3418795559,0.3333333333,0.3420607992,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2008-01-31,2008-02-01,GLD > DBC > IEF > EEM > VNQ > SPY > EFA,EEM:0.298778025185; GLD:0.363612362393; DBC:0.337609612422,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2987780252,0.0000000000,0.0000000000,0.3333333333,0.3636123624,0.3333333333,0.3376096124,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2008-02-29,2008-03-03,GLD > DBC > IEF > EEM > EFA > SPY > VNQ,IEF:0.318749188254; GLD:0.331312914520; DBC:0.349937897227,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0332091278,5.0000000000,0.0000166046,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3187491883,0.3333333333,0.3313129145,0.3333333333,0.3499378972,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2008-03-31,2008-04-01,DBC > GLD > IEF > EEM > EFA > VNQ > SPY,IEF:0.344188520007; GLD:0.319270179607; DBC:0.336541300386,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0281263075,5.0000000000,0.0000140632,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3441885200,0.3333333333,0.3192701796,0.3333333333,0.3365413004,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2008-04-30,2008-05-01,DBC > GLD > IEF > VNQ > EFA > SPY > EEM,IEF:0.325858903959; GLD:0.320044321615; DBC:0.354096774426,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.0415268822,5.0000000000,0.0000207634,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3258589040,0.3333333333,0.3200443216,0.3333333333,0.3540967744,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2008-05-30,2008-06-02,DBC > GLD > VNQ > IEF > EEM > SPY > EFA,IEF:0.320932945155; GLD:0.329757112888; DBC:0.349309941958,GLD:0.333333333333; DBC:0.333333333333; VNQ:0.333333333333,0.6738191076,5.0000000000,0.0003369096,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3209329452,0.0000000000,0.3297571129,0.3333333333,0.3493099420,0.3333333333,0.0000000000,0.3333333333
Top 3 momentum,2008-06-30,2008-07-01,DBC > GLD > IEF > VNQ > EEM > EFA > SPY,GLD:0.343429272794; DBC:0.362864204517; VNQ:0.293706522689,IEF:0.333333333333; GLD:0.333333333333; DBC:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3434292728,0.3333333333,0.3628642045,0.3333333333,0.2937065227,0.0000000000
Top 3 momentum,2008-07-31,2008-08-01,DBC > VNQ > IEF > GLD > EEM > EFA > SPY,IEF:0.347918053788; GLD:0.340440087307; DBC:0.311641858905,IEF:0.333333333333; DBC:0.333333333333; VNQ:0.333333333333,0.7100496155,5.0000000000,0.0003550248,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3479180538,0.3333333333,0.3404400873,0.0000000000,0.3116418589,0.3333333333,0.0000000000,0.3333333333
Top 3 momentum,2008-08-29,2008-09-02,VNQ > DBC > IEF > SPY > EFA > EEM > GLD,IEF:0.341419831753; DBC:0.314311075905; VNQ:0.344269092342,IEF:0.333333333333; DBC:0.333333333333; VNQ:0.333333333333,0.0380445149,5.0000000000,0.0000190223,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3414198318,0.3333333333,0.0000000000,0.0000000000,0.3143110759,0.3333333333,0.3442690923,0.3333333333
Top 3 momentum,2008-09-30,2008-10-01,IEF > GLD > VNQ > DBC > SPY > EFA > EEM,IEF:0.344953970872; DBC:0.310034772269; VNQ:0.345011256859,IEF:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3449539709,0.3333333333,0.0000000000,0.3333333333,0.3100347723,0.0000000000,0.3450112569,0.3333333333
Top 3 momentum,2008-10-31,2008-11-03,IEF > GLD > SPY > DBC > VNQ > EFA > EEM,IEF:0.394543385808; GLD:0.333745291396; VNQ:0.271711322796,SPY:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3945433858,0.3333333333,0.3337452914,0.3333333333,0.0000000000,0.0000000000,0.2717113228,0.0000000000
Top 3 momentum,2008-11-28,2008-12-01,IEF > GLD > SPY > EFA > DBC > VNQ > EEM,SPY:0.296902327425; IEF:0.343858522217; GLD:0.359239150358,SPY:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.0728620118,5.0000000000,0.0000364310,0.2969023274,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3438585222,0.3333333333,0.3592391504,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2008-12-31,2009-01-02,IEF > GLD > SPY > EFA > VNQ > EEM > DBC,SPY:0.321726178098; IEF:0.335032643636; GLD:0.343241178267,SPY:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.0232143105,5.0000000000,0.0000116072,0.3217261781,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3350326436,0.3333333333,0.3432411783,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-01-30,2009-02-02,IEF > GLD > SPY > EFA > EEM > VNQ > DBC,SPY:0.312804268895; IEF:0.327540859048; GLD:0.359654872057,SPY:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.0526430774,5.0000000000,0.0000263215,0.3128042689,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3275408590,0.3333333333,0.3596548721,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-02-27,2009-03-02,GLD > IEF > SPY > EFA > EEM > DBC > VNQ,SPY:0.307812550868; IEF:0.342333686537; GLD:0.349853762595,SPY:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.0510415649,5.0000000000,0.0000255208,0.3078125509,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3423336865,0.3333333333,0.3498537626,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-03-31,2009-04-01,IEF > GLD > EEM > SPY > EFA > DBC > VNQ,SPY:0.350463768455; IEF:0.334231910649; GLD:0.315304320896,EEM:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.7027246915,5.0000000000,0.0003513623,0.3504637685,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3342319106,0.3333333333,0.3153043209,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-04-30,2009-05-01,EEM > GLD > IEF > EFA > SPY > VNQ > DBC,EEM:0.373396044222; IEF:0.314253522828; GLD:0.312350432950,EEM:0.333333333333; IEF:0.333333333333; GLD:0.333333333333,0.0801254218,5.0000000000,0.0000400627,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3733960442,0.3333333333,0.3142535228,0.3333333333,0.3123504330,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-05-29,2009-06-01,EEM > GLD > EFA > VNQ > SPY > DBC > IEF,EEM:0.357734204462; IEF:0.302141688310; GLD:0.340124107229,EFA:0.333333333333; EEM:0.333333333333; GLD:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.3577342045,0.3333333333,0.3021416883,0.0000000000,0.3401241072,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-06-30,2009-07-01,EEM > DBC > EFA > SPY > GLD > VNQ > IEF,EFA:0.338666555159; EEM:0.335765545750; GLD:0.325567899091,EFA:0.333333333333; EEM:0.333333333333; DBC:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.3386665552,0.3333333333,0.3357655458,0.3333333333,0.0000000000,0.0000000000,0.3255678991,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000
Top 3 momentum,2009-07-31,2009-08-03,EEM > EFA > SPY > VNQ > DBC > GLD > IEF,EFA:0.340777634471; EEM:0.343791236213; DBC:0.315431129316,SPY:0.333333333333; EFA:0.333333333333; EEM:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.3333333333,0.3407776345,0.3333333333,0.3437912362,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3154311293,0.0000000000,0.0000000000,0.0000000000
Top 3 momentum,2009-08-31,2009-09-01,VNQ > EEM > EFA > SPY > DBC > GLD > IEF,SPY:0.337893683575; EFA:0.340530087005; EEM:0.321576229420,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.6901808745,5.0000000000,0.0003450904,0.3378936836,0.0000000000,0.3405300870,0.3333333333,0.3215762294,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333
Top 3 momentum,2009-09-30,2009-10-01,VNQ > EEM > EFA > SPY > DBC > GLD > IEF,EFA:0.323772594886; EEM:0.343732650699; VNQ:0.332494754415,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.0207986347,5.0000000000,0.0000103993,0.0000000000,0.0000000000,0.3237725949,0.3333333333,0.3437326507,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3324947544,0.3333333333
Top 3 momentum,2009-10-30,2009-11-02,EFA > VNQ > EEM > GLD > SPY > DBC > IEF,EFA:0.336625035642; EEM:0.333447761670; VNQ:0.329927202688,EFA:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.0068122613,5.0000000000,0.0000034061,0.0000000000,0.0000000000,0.3366250356,0.3333333333,0.3334477617,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3299272027,0.3333333333
Top 3 momentum,2009-11-30,2009-12-01,VNQ > GLD > EEM > SPY > EFA > IEF > DBC,EFA:0.326448371341; EEM:0.338796119121; VNQ:0.334755509538,EEM:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.0000000000,0.3264483713,0.0000000000,0.3387961191,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3347555095,0.3333333333
Top 3 momentum,2009-12-31,2010-01-04,VNQ > EEM > SPY > EFA > GLD > DBC > IEF,EEM:0.340328487426; GLD:0.305795962574; VNQ:0.353875550000,SPY:0.333333333333; EEM:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3403284874,0.3333333333,0.0000000000,0.0000000000,0.3057959626,0.0000000000,0.0000000000,0.0000000000,0.3538755500,0.3333333333
Top 3 momentum,2010-01-29,2010-02-01,VNQ > GLD > SPY > EEM > EFA > IEF > DBC,SPY:0.340411715932; EEM:0.325840902228; VNQ:0.333747381841,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.6666666667,5.0000000000,0.0003333333,0.3404117159,0.3333333333,0.0000000000,0.0000000000,0.3258409022,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.3337473818,0.3333333333
Top 3 momentum,2010-02-26,2010-03-01,GLD > VNQ > SPY > EEM > DBC > IEF > EFA,SPY:0.330534956584; GLD:0.331033033237; VNQ:0.338432010179,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.0101973537,5.0000000000,0.0000050987,0.3305349566,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3310330332,0.3333333333,0.0000000000,0.0000000000,0.3384320102,0.3333333333
Top 3 momentum,2010-03-31,2010-04-01,VNQ > GLD > SPY > EEM > DBC > EFA > IEF,SPY:0.335895643917; GLD:0.315231051851; VNQ:0.348873304232,SPY:0.333333333333; GLD:0.333333333333; VNQ:0.333333333333,0.0362045630,5.0000000000,0.0000181023,0.3358956439,0.3333333333,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3152310519,0.3333333333,0.0000000000,0.0000000000,0.3488733042,0.3333333333
